scientificName,individualCount,year,month,stateProvince,family,genus,decimalLatitude,decimalLongitude
Hypolimnas bolina,2,2021,9,Queensland,Nymphalidae,Hypolimnas,-20.923,149.034
Heteronympha merope,1,2020,3,South Australia,Nymphalidae,Heteronympha,-34.66853,138.88773
Delias mysis,2,2020,3,Queensland,Pieridae,Delias,-17.27502,145.58355
Papilio (Eleppone) anactus,2,2023,3,Victoria,Papilionidae,Papilio,-36.6095,143.6959
Tisiphone abeona,2,2022,3,Queensland,Nymphalidae,Tisiphone,-26.7921,153.0006
Prosotas dubiosa,1,2023,3,Queensland,Lycaenidae,Prosotas,-24.88911,152.33466
Vindula arsinoe,1,2020,11,Queensland,Nymphalidae,Vindula,-17.313,145.58715
Tirumala hamata,7,2020,4,Queensland,Nymphalidae,Tirumala,-27.535,152.993
Euploea corinna,1,2020,4,Queensland,Nymphalidae,Euploea,-23.10614,150.74175
Cethosia cydippe,1,2020,11,Queensland,Nymphalidae,Cethosia,-17.31281,145.58672
Vanessa kershawi,1,2023,1,Queensland,Nymphalidae,Vanessa,-27.22841,152.70182
Hypolimnas bolina,1,2020,5,Queensland,Nymphalidae,Hypolimnas,-17.31248,145.58724
Heteronympha merope,7,2023,3,New South Wales,Nymphalidae,Heteronympha,-33.6197,151.1408
Cepora perimale,1,2020,4,Queensland,Pieridae,Cepora,-26.41038,153.05558
Erysichton lineatus,3,2022,11,Queensland,Lycaenidae,Erysichton,-17.31159,145.58891
Belenois java,1,2020,4,Queensland,Pieridae,Belenois,-27.535,152.993
Danaus petilia,1,2023,8,Queensland,Nymphalidae,Danaus,-17.47162,141.17999
Toxidia,1,2023,3,Queensland,Hesperiidae,Toxidia,-27.55197,152.97455
Eurema hecabe,2,2020,4,Queensland,Pieridae,Eurema,-17.3788,145.38465
Pieris rapae,1,2020,2,Queensland,Pieridae,Pieris,-17.27487,145.58316
Junonia villida,1,2020,2,Tasmania,Nymphalidae,Junonia,-42.95015,147.35045
Badamia exclamationis,1,2023,4,Queensland,Hesperiidae,Badamia,-17.3788,145.38465
Hypocysta pseudirius,1,2022,10,Queensland,Nymphalidae,Hypocysta,-27.0768,152.6659
Danaus petilia,4,2020,4,Queensland,Nymphalidae,Danaus,-27.535,152.993
Papilio (Eleppone) anactus,1,2021,11,South Australia,Papilionidae,Papilio,-34.89167,138.59162
Catopsilia pomona,6,2020,9,Queensland,Pieridae,Catopsilia,-17.31251,145.58727
Eurema brigitta,5,2021,3,Queensland,Pieridae,Eurema,-17.3585,145.3281
Tirumala hamata,15,2021,9,Queensland,Nymphalidae,Tirumala,-20.923,149.034
Pieris rapae,5,2020,10,Queensland,Pieridae,Pieris,-17.3124,145.58736
Tirumala hamata,5,2020,3,Queensland,Nymphalidae,Tirumala,-26.41041,153.05559
Zizina otis,1,2020,10,Victoria,Lycaenidae,Zizina,-36.47276,143.75656
Cupha prosope,5,2021,9,Queensland,Nymphalidae,Cupha,-20.923,149.034
Oreixenica lathoniella,1,2022,2,Tasmania,Nymphalidae,Oreixenica,-41.51105,147.63074
Danaus plexippus,1,2020,3,Queensland,Nymphalidae,Danaus,-26.41031,153.05556
Danaus plexippus,1,2023,3,Queensland,Nymphalidae,Danaus,-17.31247,145.58736
Hypolimnas bolina,1,2020,4,Queensland,Nymphalidae,Hypolimnas,-17.2542,145.60231
Euploea corinna,1,2022,1,Queensland,Nymphalidae,Euploea,-17.43472,145.05282
Tirumala hamata,1,2020,3,New South Wales,Nymphalidae,Tirumala,-32.20253,152.53596
Zizina otis,1,2023,2,New South Wales,Lycaenidae,Zizina,-33.92221,150.93687
Hypocysta adiante,1,2019,11,Queensland,Nymphalidae,Hypocysta,-18.0404,144.8817
Zizina otis,4,2021,4,Queensland,Lycaenidae,Zizina,-17.31256,145.58708
Doleschallia bisaltide,2,2021,3,Queensland,Nymphalidae,Doleschallia,-26.34782,152.88992
Delias ennia,1,2023,2,Queensland,Pieridae,Delias,-17.31247,145.58736
Pieris rapae,1,2023,1,Victoria,Pieridae,Pieris,-37.20506,145.00442
Junonia villida,6,2020,5,Queensland,Nymphalidae,Junonia,-26.5868,151.8067
Ypthima arctous,1,2022,11,New South Wales,Nymphalidae,Ypthima,-33.59363,151.17047
Melanitis leda,1,2020,5,Queensland,Nymphalidae,Melanitis,-17.31234,145.58725
Delias mysis,1,2020,2,Queensland,Pieridae,Delias,-23.10614,150.74175
Tisiphone abeona,1,2021,10,New South Wales,Nymphalidae,Tisiphone,-33.6417,151.125
Trapezites symmomus,6,2021,3,Queensland,Hesperiidae,Trapezites,-26.34782,152.88992
Vanessa kershawi,1,2021,1,Australian Capital Territory,Nymphalidae,Vanessa,-35.5553,148.78281
Tirumala hamata,50,2021,3,Queensland,Nymphalidae,Tirumala,-18.1087,144.8252
Acraea andromacha,1,2021,1,Queensland,Nymphalidae,Acraea,-27.5424,153.06757
Delias nigrina,3,2020,5,Queensland,Pieridae,Delias,-17.584,145.4753
Danaus plexippus,1,2020,11,Queensland,Nymphalidae,Danaus,-27.42113,152.44784
Catopsilia pomona,1,2020,2,Queensland,Pieridae,Catopsilia,-27.49867,153.042
Heteronympha merope,1,2021,11,New South Wales,Nymphalidae,Heteronympha,-33.6417,151.125
Papilio (Princeps) aegeus,1,2020,2,Queensland,Papilionidae,Papilio,-27.5292,153.03131
Tisiphone abeona,2,2021,3,Australian Capital Territory,Nymphalidae,Tisiphone,-35.14282,150.70851
Acraea andromacha,1,2020,10,Queensland,Nymphalidae,Acraea,-27.5435,153.07259
Vanessa itea,1,2022,11,New South Wales,Nymphalidae,Vanessa,-33.92237,150.93718
Pachliopta polydorus,1,2022,4,Queensland,Papilionidae,Pachliopta,-17.3116,145.589
Melanitis leda,2,2020,2,Queensland,Nymphalidae,Melanitis,-17.31156,145.58899
Delias nigrina,1,2023,3,Queensland,Pieridae,Delias,-27.4051,153.0287
Hypolycaena phorbas,1,2022,9,Queensland,Lycaenidae,Hypolycaena,-19.23129,146.7638
Cupha prosope,2,2022,10,Queensland,Nymphalidae,Cupha,-17.31156,145.58877
Famegana,11,2019,3,Queensland,Lycaenidae,Famegana,-17.3746,145.3151
Danaus petilia,2,2021,7,Western Australia,Nymphalidae,Danaus,-22.47786,118.55654
Prosotas dubiosa,1,2022,9,Queensland,Lycaenidae,Prosotas,-17.3125,145.58725
Junonia villida,2,2021,1,Queensland,Nymphalidae,Junonia,-18.5753,143.69997
Graphium choredon,2,2023,1,Queensland,Papilionidae,Graphium,-27.7181,152.8789
Tirumala hamata,14,2020,10,Queensland,Nymphalidae,Tirumala,-27.40117,153.02966
Ornithoptera euphorion,1,2020,3,Queensland,Papilionidae,Ornithoptera,-17.80848,146.08042
Delias harpalyce,15,2022,4,New South Wales,Pieridae,Delias,-33.74002,150.60141
Jamides phaseli,10,2022,5,Queensland,Lycaenidae,Jamides,-15.2817,144.9122
Theclinesthes onycha,16,2023,3,Queensland,Lycaenidae,Theclinesthes,-27.61398,152.03708
Elodina parthia,1,2021,9,Queensland,Pieridae,Elodina,-20.923,149.034
Eurema hecabe,1,2022,9,Queensland,Pieridae,Eurema,-17.31164,145.5891
Ocybadistes walkeri,1,2023,1,Queensland,Hesperiidae,Ocybadistes,-28.34104,152.37203
Everes lacturnus,5,2022,1,Queensland,Lycaenidae,Everes,-27.97895,152.34161
Zizina otis,1,2020,5,New South Wales,Lycaenidae,Zizina,-30.3643,152.9655
Candalides xanthospilos,6,2020,8,Queensland,Lycaenidae,Candalides,-22.81652,150.80895
Zizina otis,50,2020,4,Queensland,Lycaenidae,Zizina,-28.144406,153.462279
Theclinesthes serpentatus,20,2023,2,Victoria,Lycaenidae,Theclinesthes,-38.6752,146.6965
Danaus plexippus,1,2020,3,Queensland,Nymphalidae,Danaus,-26.41036,153.05547
Hesperilla donnysa,1,2020,10,Queensland,Hesperiidae,Hesperilla,-28.653058,151.947315
Eurema herla,3,2023,5,Queensland,Pieridae,Eurema,-17.52696,146.0646
Junonia orithya,11,2019,3,Queensland,Nymphalidae,Junonia,-17.3746,145.3151
Danaus plexippus,4,2020,5,New South Wales,Nymphalidae,Danaus,-30.3643,152.9655
Papilio (Eleppone) anactus,1,2021,2,New South Wales,Papilionidae,Papilio,-34.0214,150.85838
Eurema herla,4,2021,4,Queensland,Pieridae,Eurema,-18.0469,144.8846
Catopyrops ancyra,1,2019,1,Queensland,Lycaenidae,Catopyrops,-9.7516,143.4082
Euploea tulliolus,2,2023,3,Queensland,Nymphalidae,Euploea,-26.60854,153.0228
Papilio (Princeps) ulysses,1,2020,8,Queensland,Papilionidae,Papilio,-17.31254,145.58768
Papilio (Princeps) aegeus,1,2022,12,Queensland,Papilionidae,Papilio,-27.54329,153.07284
Vanessa kershawi,1,2020,12,Victoria,Nymphalidae,Vanessa,-38.63959,143.886
Doleschallia bisaltide,1,2022,11,Queensland,Nymphalidae,Doleschallia,-17.3126,145.58713
Vanessa itea,1,2020,11,Victoria,Nymphalidae,Vanessa,-37.77216,145.03451
Tirumala hamata,1,2020,2,Queensland,Nymphalidae,Tirumala,-26.41045,153.05563
Zizina otis,1,2020,9,Australian Capital Territory,Lycaenidae,Zizina,-35.2658,149.15192
Petrelaea tombugensis,1,2022,2,Queensland,Lycaenidae,Petrelaea,-17.152144,144.521525
Danaus petilia,1,2019,12,Queensland,Nymphalidae,Danaus,-27.46216,152.88294
Vagrans egista,6,2023,3,Queensland,Nymphalidae,Vagrans,-17.31246,145.58736
Eurema herla,3,2021,1,Queensland,Pieridae,Eurema,-17.41,145.35
Catopsilia pyranthe,1,2022,10,Queensland,Pieridae,Catopsilia,-24.161,151.089
Papilio (Eleppone) anactus,2,2021,3,Queensland,Papilionidae,Papilio,-27.478666,152.929253
Ocybadistes walkeri,1,2019,12,Australian Capital Territory,Hesperiidae,Ocybadistes,-35.278786,149.109254
Hypochrysops apelles,1,2023,6,Queensland,Lycaenidae,Hypochrysops,-10.6255,142.3125
Cupha prosope,1,2020,2,Queensland,Nymphalidae,Cupha,-17.275,145.58349
Delias ennia,2,2020,11,Queensland,Pieridae,Delias,-17.31174,145.58889
Graphium choredon,1,2023,1,Queensland,Papilionidae,Graphium,-17.31266,145.58717
Delias nigrina,2,2021,2,Queensland,Pieridae,Delias,-17.33337,145.41834
Candalides xanthospilos,4,2022,3,Queensland,Lycaenidae,Candalides,-27.11696,152.75309
Delias ennia,7,2022,11,Queensland,Pieridae,Delias,-17.31159,145.58898
Tellervo zoilus,1,2023,2,Queensland,Nymphalidae,Tellervo,-17.31234,145.5873
Cepora perimale,2,2022,9,Queensland,Pieridae,Cepora,-18.142352,144.328578
Euploea corinna,1,2020,2,Queensland,Nymphalidae,Euploea,-27.58577,153.08943
Delias nigrina,1,2022,5,New South Wales,Pieridae,Delias,-30.35098,153.10137
Cressida cressida,2,2023,3,Queensland,Papilionidae,Cressida,-27.22731,152.702
Appias paulina,1,2023,2,Queensland,Pieridae,Appias,-27.04094,152.68539
Ornithoptera euphorion,3,2021,1,Queensland,Papilionidae,Ornithoptera,-17.31239,145.58731
Junonia orithya,4,2021,10,Queensland,Nymphalidae,Junonia,-17.651585,145.339089
Catopsilia pyranthe,3,2020,5,Queensland,Pieridae,Catopsilia,-26.5868,151.8067
Danaus petilia,2,2020,4,Queensland,Nymphalidae,Danaus,-17.60934,145.46697
Vanessa itea,1,2020,10,Victoria,Nymphalidae,Vanessa,-37.77792,145.0045
Heteronympha merope,32,2020,12,South Australia,Nymphalidae,Heteronympha,-37.966192,140.877605
Belenois java,8,2022,9,Queensland,Pieridae,Belenois,-20.3452,144.4607
Nacaduba berenice,1,2022,3,Queensland,Lycaenidae,Nacaduba,-26.54738,153.10212
Zizina otis,20,2021,2,Victoria,Lycaenidae,Zizina,-38.1782,144.30984
Hypolimnas bolina,1,2023,6,Queensland,Nymphalidae,Hypolimnas,-10.5968,142.3136
Eurema hecabe,1,2021,2,Queensland,Pieridae,Eurema,-9.7543,143.3996
Mycalesis perseus,2,2022,9,Queensland,Nymphalidae,Mycalesis,-18.142352,144.328578
Suniana sunias,1,2022,6,Queensland,Hesperiidae,Suniana,-17.7495,146.0227
Junonia orithya,6,2023,6,Queensland,Nymphalidae,Junonia,-10.5968,142.3136
Pieris rapae,2,2022,8,New South Wales,Pieridae,Pieris,-33.62495,151.14892
Eurema hecabe,1,2022,3,Queensland,Pieridae,Eurema,-26.54738,153.10212
Nacaduba berenice,1,2020,3,Queensland,Lycaenidae,Nacaduba,-28.01941,153.33848
Papilio (Princeps) aegeus,1,2020,3,Queensland,Papilionidae,Papilio,-17.56663,145.49881
HESPERIIDAE,3,2023,2,Victoria,Hesperiidae,,-36.7627,146.7845
Junonia villida,1,2020,4,Queensland,Nymphalidae,Junonia,-27.47501,152.99894
Danaus plexippus,1,2019,12,New South Wales,Nymphalidae,Danaus,-31.6304,152.83084
Candalides,2,2020,2,Queensland,Lycaenidae,Candalides,-17.275,145.58347
Telicota paceka mesoptis,1,2022,6,Queensland,Hesperiidae,Telicota,-17.7755,146.1004
Belenois java,1,2022,12,New South Wales,Pieridae,Belenois,-30.47738,151.73956
Papilio (Princeps) aegeus,1,2022,2,New South Wales,Papilionidae,Papilio,-34.9781,149.04289
Cressida cressida,1,2020,6,Queensland,Papilionidae,Cressida,-19.25302,146.81204
Toxidia doubledayi,1,2021,4,Queensland,Hesperiidae,Toxidia,-17.617,145.523
Cupha prosope,4,2023,5,Queensland,Nymphalidae,Cupha,-17.31309,145.58701
Pieris rapae,1,2023,2,Victoria,Pieridae,Pieris,-37.76953,145.31622
Papilio (Princeps) demoleus,1,2023,4,Queensland,Papilionidae,Papilio,-17.3788,145.38465
Cyprotides cyprotus,1,2023,2,Queensland,Lycaenidae,Cyprotides,-27.71808,152.8789
Papilio (Princeps) ulysses,1,2020,10,Queensland,Papilionidae,Papilio,-20.33885,148.64351
Zizina otis,2,2020,1,Victoria,Lycaenidae,Zizina,-37.77826,145.00463
Hypolimnas bolina,10,2022,3,Queensland,Nymphalidae,Hypolimnas,-17.600091,145.551715
Hypocysta irius,1,2022,10,Queensland,Nymphalidae,Hypocysta,-24.9103,150.9795
Euploea corinna,2,2022,3,Queensland,Nymphalidae,Euploea,-27.53954,153.06518
Hypolimnas alimena,1,2022,4,Queensland,Nymphalidae,Hypolimnas,-12.7552,143.1057
Suniana sunias,2,2023,1,Queensland,Hesperiidae,Suniana,-17.3788,145.38465
Zizina otis,1,2020,4,New South Wales,Lycaenidae,Zizina,-29.7493,151.0983
Catopsilia pomona,1,2020,3,Queensland,Pieridae,Catopsilia,-17.31253,145.58739
Junonia orithya,1,2021,4,Queensland,Nymphalidae,Junonia,-17.31256,145.58708
Melanitis leda,3,2020,2,Queensland,Nymphalidae,Melanitis,-27.53064,153.05795
Delias mysis,1,2020,6,Queensland,Pieridae,Delias,-17.31138,145.58874
Melanitis leda,3,2022,3,Queensland,Nymphalidae,Melanitis,-17.600091,145.551715
Heteronympha paradelpha,1,2023,2,Victoria,Nymphalidae,Heteronympha,-38.4812,146.772
Heteronympha merope,1,2022,11,Queensland,Nymphalidae,Heteronympha,-27.08281,152.67226
Nacaduba biocellata,2,2021,4,Queensland,Lycaenidae,Nacaduba,-18.0469,144.8846
Catopsilia pyranthe,2,2020,3,Queensland,Pieridae,Catopsilia,-27.490307,152.745707
Eurema hecabe,2,2020,5,New South Wales,Pieridae,Eurema,-30.3643,152.9655
Notocrypta waigensis,2,2022,4,Queensland,Hesperiidae,Notocrypta,-12.7786,143.318
Catopsilia pomona,3,2020,9,Queensland,Pieridae,Catopsilia,-17.31272,145.58759
Cressida cressida,1,2021,4,Queensland,Papilionidae,Cressida,-18.0469,144.8846
Euploea corinna,1,2020,2,Queensland,Nymphalidae,Euploea,-27.58577,153.08943
Papilio (Princeps) aegeus,1,2020,3,Queensland,Papilionidae,Papilio,-17.31247,145.58723
Neohesperilla xiphiphora,1,2019,3,Queensland,Hesperiidae,Neohesperilla,-17.3746,145.3151
Cephrenes augiades,2,2020,10,Queensland,Hesperiidae,Cephrenes,-19.34738,146.8344
Eurema smilax,1,2023,1,New South Wales,Pieridae,Eurema,-29.08455,151.96778
Geitoneura klugii,1,2023,3,Victoria,Nymphalidae,Geitoneura,-36.94093,147.06155
Trapezites heteromaculata,7,2019,12,Victoria,Hesperiidae,Trapezites,-39.03028,146.31803
Zizina otis,8,2022,1,Queensland,Lycaenidae,Zizina,-27.97895,152.34161
Geitoneura klugii,2,2023,2,Victoria,Nymphalidae,Geitoneura,-38.30786,144.68038
Euploea tulliolus,2,2020,9,Queensland,Nymphalidae,Euploea,-27.08704,152.92907
Euploea sylvester,5,2021,2,Queensland,Nymphalidae,Euploea,-17.1442,144.4763
Eurema hecabe,2,2022,7,Queensland,Pieridae,Eurema,-12.7154,143.30255
Graphium agamemnon,6,2023,3,Queensland,Papilionidae,Graphium,-17.31246,145.58736
Graphium choredon,1,2020,11,Queensland,Papilionidae,Graphium,-17.360525,145.753157
Belenois java,7,2020,5,Queensland,Pieridae,Belenois,-26.58766,151.811524
Acraea andromacha,4,2020,8,Queensland,Nymphalidae,Acraea,-23.49656,150.98678
Junonia villida,1,2020,3,Queensland,Nymphalidae,Junonia,-27.52933,153.05783
Heteronympha merope,5,2022,12,Victoria,Nymphalidae,Heteronympha,-37.82409,145.20864
Hypolimnas bolina,2,2021,2,Queensland,Nymphalidae,Hypolimnas,-17.5002,146.073
Charaxes sempronius,1,2022,1,New South Wales,Nymphalidae,Charaxes,-30.57436,151.88469
Delias nigrina,5,2023,3,Queensland,Pieridae,Delias,-27.22731,152.702
Danaus affinis,1,2022,3,Queensland,Nymphalidae,Danaus,-12.71311,143.29831
Catopsilia pomona,3,2020,4,Queensland,Pieridae,Catopsilia,-26.58766,151.811524
Vanessa kershawi,1,2023,1,Queensland,Nymphalidae,Vanessa,-27.57183,152.93166
Jamides phaseli,1,2021,3,Queensland,Lycaenidae,Jamides,-18.1394,144.3215
Appias paulina,2,2021,1,Queensland,Pieridae,Appias,-17.31239,145.58731
Danaus plexippus,1,2020,11,Queensland,Nymphalidae,Danaus,-26.93591,152.56743
Delias nigrina,6,2023,2,Queensland,Pieridae,Delias,-28.2296,152.4825
Papilio (Princeps) aegeus,1,2020,1,Queensland,Papilionidae,Papilio,-27.6197,153.03681
Vanessa itea,1,2020,1,Tasmania,Nymphalidae,Vanessa,-41.66796,146.32314
Catopyrops florinda,2,2023,1,Queensland,Lycaenidae,Catopyrops,-27.3646,152.78988
Theclinesthes serpentatus,5,2020,3,Victoria,Lycaenidae,Theclinesthes,-38.36655,144.77056
Danaus plexippus,1,2021,1,New South Wales,Nymphalidae,Danaus,-33.6249,151.14895
Papilio (Princeps) aegeus,1,2021,2,Queensland,Papilionidae,Papilio,-27.33648,153.04059
Hypocysta metirius,1,2022,3,Queensland,Nymphalidae,Hypocysta,-26.54738,153.10212
Eurema herla,51,2020,6,Queensland,Pieridae,Eurema,-17.1566,145.5536
Eirmocides absimilis,1,2023,5,New South Wales,Lycaenidae,Eirmocides,-32.33154,152.53887
Heteronympha merope,1,2022,1,Tasmania,Nymphalidae,Heteronympha,-42.98629,147.30851
Papilio (Princeps) ulysses,1,2021,3,Queensland,Papilionidae,Papilio,-17.3109,145.58832
Junonia villida,1,2020,4,Queensland,Nymphalidae,Junonia,-27.53234,153.05537
Ocybadistes walkeri,1,2023,4,New South Wales,Hesperiidae,Ocybadistes,-33.59353,151.17047
Candalides,1,2020,7,Queensland,Lycaenidae,Candalides,-17.31273,145.58765
Graphium choredon,1,2022,2,New South Wales,Papilionidae,Graphium,-33.02232,151.65488
Melanitis leda,1,2022,9,Queensland,Nymphalidae,Melanitis,-19.23129,146.7638
Hypolimnas bolina,1,2022,2,Queensland,Nymphalidae,Hypolimnas,-27.53044,153.03604
Appias paulina,1,2022,10,Queensland,Pieridae,Appias,-12.33784,141.91702
Catopsilia pomona,3,2021,2,Queensland,Pieridae,Catopsilia,-17.31262,145.58718
Appias paulina,1,2021,3,Queensland,Pieridae,Appias,-27.642097,152.752111
Catopsilia pomona,4,2021,1,Queensland,Pieridae,Catopsilia,-17.31264,145.58718
Danaus plexippus,1,2020,5,Queensland,Nymphalidae,Danaus,-28.12186,153.19223
Vanessa kershawi,4,2021,9,Victoria,Nymphalidae,Vanessa,-37.77882,145.00327
Zizina otis,1,2020,2,Queensland,Lycaenidae,Zizina,-17.56,145.58
Belenois java,1,2020,10,Victoria,Pieridae,Belenois,-37.77801,145.00452
Belenois java,2,2020,11,Queensland,Pieridae,Belenois,-27.00902,152.923
Ocybadistes ardea,1,2021,2,Queensland,Hesperiidae,Ocybadistes,-17.31262,145.58718
Prosotas dubiosa,1,2022,4,Queensland,Lycaenidae,Prosotas,-17.3116,145.589
Delias mysis,2,2021,3,Queensland,Pieridae,Delias,-17.31285,145.58695
Eurema hecabe,1,2020,2,Queensland,Pieridae,Eurema,-27.53405,151.92915
Tellervo zoilus,8,2022,7,Queensland,Nymphalidae,Tellervo,-12.7154,143.30255
Tirumala hamata,1,2021,9,Queensland,Nymphalidae,Tirumala,-21.1437,148.4855
Catopsilia pomona,2,2023,1,Queensland,Pieridae,Catopsilia,-17.31254,145.58717
Heteronympha banksii,2,2023,3,Victoria,Nymphalidae,Heteronympha,-36.6678,146.9956
Junonia hedonia,20,2022,6,Queensland,Nymphalidae,Junonia,-15.687301,145.022725
Ypthima arctous,1,2021,3,Queensland,Nymphalidae,Ypthima,-17.31242,145.5873
Euploea corinna,1,2021,1,Queensland,Nymphalidae,Euploea,-17.3126,145.58714
Papilio (Princeps) fuscus,1,2021,1,Queensland,Papilionidae,Papilio,-27.642195,152.752135
Leptotes plinius,15,2022,3,Queensland,Lycaenidae,Leptotes,-17.600091,145.551715
Toxidia thyrrhus,2,2022,4,Queensland,Hesperiidae,Toxidia,-12.7235,143.1593
Papilio (Princeps) demoleus,1,2023,1,Queensland,Papilionidae,Papilio,-17.31254,145.58717
Heteronympha banksii,1,2020,4,New South Wales,Nymphalidae,Heteronympha,-33.58565,151.1725
Eurema laeta,2,2020,3,Queensland,Pieridae,Eurema,-17.27502,145.58354
Psychonotis caelius,2,2022,1,Queensland,Lycaenidae,Psychonotis,-27.53634,152.99124
Nesoxenica leprea,1,2023,1,Tasmania,Nymphalidae,Nesoxenica,-41.63954,145.9421
Arhopala madytus,4,2020,2,Queensland,Lycaenidae,Arhopala,-16.83287,145.737
Psychonotis caelius,5,2022,3,Queensland,Lycaenidae,Psychonotis,-17.600091,145.551715
Catochrysops panormus,20,2021,3,Queensland,Lycaenidae,Catochrysops,-18.0948,144.0911
Papilio (Princeps) aegeus,1,2020,10,Queensland,Papilionidae,Papilio,-17.31293,145.58736
Catopsilia pomona,1,2020,10,New South Wales,Pieridae,Catopsilia,-33.9224,150.93716
Vanessa kershawi,1,2021,2,New South Wales,Nymphalidae,Vanessa,-33.74023,150.60127
Cupha prosope,1,2023,4,Queensland,Nymphalidae,Cupha,-17.3788,145.38465
Elodina angulipennis,1,2022,10,New South Wales,Pieridae,Elodina,-33.86474,151.21606
Geitoneura acantha,1,2023,2,Victoria,Nymphalidae,Geitoneura,-37.4031,148.8929
Hypolimnas bolina,2,2020,4,Queensland,Nymphalidae,Hypolimnas,-28.155667,153.476095
Danaus plexippus,1,2022,8,New South Wales,Nymphalidae,Danaus,-29.20773,150.98579
Hypocysta metirius,8,2023,1,Queensland,Nymphalidae,Hypocysta,-28.34104,152.37203
Euploea corinna,5,2022,1,Queensland,Nymphalidae,Euploea,-27.38594,153.00272
Delias nigrina,1,2020,8,Queensland,Pieridae,Delias,-17.3137,145.58575
Euploea tulliolus,1,2021,1,Queensland,Nymphalidae,Euploea,-17.31147,145.58873
Delias nigrina,1,2022,6,New South Wales,Pieridae,Delias,-33.62504,151.14112
Danaus plexippus,13,2022,1,Queensland,Nymphalidae,Danaus,-27.52238,152.77704
Psychonotis caelius,1,2021,3,New South Wales,Lycaenidae,Psychonotis,-33.92675,150.93092
Euploea corinna,4,2022,3,Queensland,Nymphalidae,Euploea,-17.600091,145.551715
Delias nigrina,1,2022,10,New South Wales,Pieridae,Delias,-33.92194,150.93714
Ogyris zosine,1,2019,11,New South Wales,Lycaenidae,Ogyris,-29.42948,153.32541
Catopsilia pyranthe,5,2020,5,Queensland,Pieridae,Catopsilia,-26.58766,151.811524
Euploea sylvester,1,2023,7,Queensland,Nymphalidae,Euploea,-15.48913,144.8166
Leptotes plinius,1,2019,11,Queensland,Lycaenidae,Leptotes,-27.64209,152.75221
Suniana sunias,2,2023,3,Queensland,Hesperiidae,Suniana,-28.1109,153.1922
Papilio (Princeps) aegeus,1,2022,4,New South Wales,Papilionidae,Papilio,-30.47761,151.73947
Cupha prosope,1,2020,2,Queensland,Nymphalidae,Cupha,-17.28419,145.60015
Vanessa itea,1,2021,9,Tasmania,Nymphalidae,Vanessa,-41.13754,144.95218
Delias mysis,2,2022,6,Queensland,Pieridae,Delias,-17.31246,145.58725
Zizina otis,3,2021,1,South Australia,Lycaenidae,Zizina,-37.966192,140.877605
Graphium choredon,1,2023,3,New South Wales,Papilionidae,Graphium,-33.92226,150.93666
Mycalesis,2,2020,9,Queensland,Nymphalidae,Mycalesis,-17.31286,145.58738
Junonia villida,2,2022,1,Queensland,Nymphalidae,Junonia,-27.97895,152.34161
Philiris innotata,1,2023,1,Queensland,Lycaenidae,Philiris,-17.3788,145.38465
Pachliopta polydorus,1,2020,9,Queensland,Papilionidae,Pachliopta,-16.48796,145.46496
Hypocysta adiante,10,2022,10,Queensland,Nymphalidae,Hypocysta,-27.0768,152.6659
Elodina padusa,3,2019,11,Queensland,Pieridae,Elodina,-27.65853,151.52487
Euploea corinna,1,2020,10,Queensland,Nymphalidae,Euploea,-17.31274,145.58755
Catopsilia pomona,1,2022,1,Queensland,Pieridae,Catopsilia,-17.3788,145.38465
Graphium choredon,2,2022,1,New South Wales,Papilionidae,Graphium,-33.92227,150.93679
Tisiphone abeona,3,2023,2,Victoria,Nymphalidae,Tisiphone,-37.8064,148.0525
Telicota colon,1,2021,3,Queensland,Hesperiidae,Telicota,-17.3585,145.3281
Belenois java,1,2022,10,Queensland,Pieridae,Belenois,-23.7506,149.1062
Erina erina,1,2022,2,Queensland,Lycaenidae,Erina,-27.54299,153.06306
Hypolimnas bolina,1,2022,10,Queensland,Nymphalidae,Hypolimnas,-12.33784,141.91702
Junonia hedonia,1,2023,4,Queensland,Nymphalidae,Junonia,-17.31152,145.58904
Danaus plexippus,2,2023,3,Queensland,Nymphalidae,Danaus,-24.88911,152.33466
Junonia villida,1,2023,3,New South Wales,Nymphalidae,Junonia,-33.92226,150.93666
Jalmenus pseudictinus,1,2020,5,Queensland,Lycaenidae,Jalmenus,-17.3812,145.3761
Ornithoptera richmondia,1,2022,11,Queensland,Papilionidae,Ornithoptera,-27.07888,152.70679
Eurema hecabe,1,2020,3,Queensland,Pieridae,Eurema,-26.41037,153.05556
Graphium choredon,3,2022,3,Queensland,Papilionidae,Graphium,-12.7131,143.2891
Famegana,20,2021,4,Queensland,Lycaenidae,Famegana,-17.599,145.5523
Catopsilia pyranthe,1,2023,8,Queensland,Pieridae,Catopsilia,-17.47162,141.17999
Danaus affinis,1,2022,10,Queensland,Nymphalidae,Danaus,-23.9393,151.3625
Junonia hedonia,1,2022,8,Northern Territory,Nymphalidae,Junonia,-12.4254,132.9657
Tellervo zoilus,1,2021,2,Queensland,Nymphalidae,Tellervo,-17.7775,145.5614
Euchrysops cnejus,1,2020,4,Queensland,Lycaenidae,Euchrysops,-27.53182,153.05578
Pachliopta polydorus,10,2022,3,Queensland,Papilionidae,Pachliopta,-18.21669,146.0126
Graphium eurypylus,1,2022,11,Queensland,Papilionidae,Graphium,-17.31159,145.58891
Eurema hecabe,50,2021,4,Queensland,Pieridae,Eurema,-17.599,145.5523
