scientificName,individualCount,year,month,stateProvince,family,genus,decimalLatitude,decimalLongitude
Papilio (Princeps) demoleus,4,2023,8,Queensland,Papilionidae,Papilio,-24.88426,139.63671
Mesodina halyzia,1,2023,1,New South Wales,Hesperiidae,Mesodina,-33.64197,151.12537
Melanitis leda,1,2023,4,Queensland,Nymphalidae,Melanitis,-17.3118,145.58736
Cephrenes augiades,1,2023,7,Queensland,Hesperiidae,Cephrenes,-16.8197,145.6333
Eurema brigitta,1,2023,1,New South Wales,Pieridae,Eurema,-30.35656,153.10465
Vanessa kershawi,1,2023,1,Victoria,Nymphalidae,Vanessa,-37.35552,144.15346
Graphium choredon,1,2023,1,New South Wales,Papilionidae,Graphium,-30.35656,153.10465
Hypolimnas bolina,1,2023,1,Queensland,Nymphalidae,Hypolimnas,-17.31254,145.58717
Graphium eurypylus,1,2023,1,Queensland,Papilionidae,Graphium,-17.3788,145.38465
Junonia villida,1,2023,4,Queensland,Nymphalidae,Junonia,-17.38588,145.38482
Heteronympha merope,4,2023,4,New South Wales,Nymphalidae,Heteronympha,-33.59526,151.17005
Suniana sunias,2,2023,4,Queensland,Hesperiidae,Suniana,-17.3118,145.58736
Mydosama terminus,8,2023,1,Queensland,Nymphalidae,Mydosama,-17.3286,145.5046
Dispar compacta,4,2023,2,Victoria,Hesperiidae,Dispar,-38.4484,146.5902
Zizina otis,2,2023,3,Victoria,Lycaenidae,Zizina,-37.1492,146.4452
Graphium choredon,4,2023,1,Queensland,Papilionidae,Graphium,-17.3286,145.5046
Erina erina,4,2023,2,Queensland,Lycaenidae,Erina,-27.4847,152.95529
Hypocysta pseudirius,2,2023,2,Queensland,Nymphalidae,Hypocysta,-27.4847,152.95529
Heteronympha penelope,12,2023,3,Victoria,Nymphalidae,Heteronympha,-38.6396,143.88812
Papilio (Princeps) ulysses,3,2023,2,Queensland,Papilionidae,Papilio,-17.31275,145.587
Hypocysta adiante,15,2023,4,Queensland,Nymphalidae,Hypocysta,-17.3809,145.3755
Arrhenes dschilus,1,2023,1,Queensland,Hesperiidae,Arrhenes,-17.3286,145.5046
Ornithoptera euphorion,1,2023,1,Queensland,Papilionidae,Ornithoptera,-17.3286,145.5046
Phaedyma shepherdi,1,2023,8,Queensland,Nymphalidae,Phaedyma,-17.31241,145.58751
Ogyris amaryllis,1,2023,5,Queensland,Lycaenidae,Ogyris,-24.86669,152.339865
Papilio (Princeps) ulysses,1,2023,8,Queensland,Papilionidae,Papilio,-17.31283,145.58718
Heteronympha merope,4,2023,1,New South Wales,Nymphalidae,Heteronympha,-33.64219,151.1261
Charaxes sempronius,3,2023,3,New South Wales,Nymphalidae,Charaxes,-28.83096,153.59637
Zizeeria karsandra,1,2023,8,Queensland,Lycaenidae,Zizeeria,-17.45104,140.83867
Zizina otis,3,2023,1,Queensland,Lycaenidae,Zizina,-27.33289,152.76309
Cephrenes augiades,2,2023,3,Victoria,Hesperiidae,Cephrenes,-37.83071,144.98265
Telicota augias,1,2023,4,Queensland,Hesperiidae,Telicota,-17.31246,145.58723
Delias mysis,1,2023,5,Queensland,Pieridae,Delias,-17.3781,145.38465
Melanitis leda,2,2023,1,Queensland,Nymphalidae,Melanitis,-27.48516,152.9544
Papilio (Princeps) aegeus,1,2023,3,Victoria,Papilionidae,Papilio,-37.7476,145.70708
Catopsilia pomona,5,2023,2,Queensland,Pieridae,Catopsilia,-17.31247,145.58736
Telicota augias,2,2023,4,Queensland,Hesperiidae,Telicota,-17.31243,145.58732
Papilio (Princeps) ambrax,3,2023,2,Queensland,Papilionidae,Papilio,-17.31247,145.58736
Hypolimnas alimena,1,2023,7,Queensland,Nymphalidae,Hypolimnas,-15.49116,144.81911
Graphium choredon,2,2023,1,Queensland,Papilionidae,Graphium,-17.3788,145.38465
Cupha prosope,8,2023,3,Queensland,Nymphalidae,Cupha,-17.31247,145.58736
Vanessa kershawi,2,2023,1,Queensland,Nymphalidae,Vanessa,-28.22452,153.11082
Psychonotis caelius,2,2023,1,Queensland,Lycaenidae,Psychonotis,-17.3788,145.38465
Heteronympha merope,17,2023,1,New South Wales,Nymphalidae,Heteronympha,-34.9479,150.60959
Erysichton lineatus,2,2023,1,Queensland,Lycaenidae,Erysichton,-24.30854,150.8261
Hypocysta metirius,3,2023,6,Queensland,Nymphalidae,Hypocysta,-17.98744,145.5403
Vanessa kershawi,1,2023,1,Victoria,Nymphalidae,Vanessa,-38.63993,143.88768
Netrocoryne repanda,1,2023,1,Queensland,Hesperiidae,Netrocoryne,-28.28323,152.72626
Vagrans egista,1,2023,2,Queensland,Nymphalidae,Vagrans,-17.31239,145.58733
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-17.31275,145.587
Pieris rapae,4,2023,2,Victoria,Pieridae,Pieris,-37.5675,149.1522
Graphium agamemnon,2,2023,2,Queensland,Papilionidae,Graphium,-17.31239,145.58733
Oreixenica kershawi,50,2023,2,Victoria,Nymphalidae,Oreixenica,-38.4214,146.5772
Papilio (Princeps) aegeus,1,2023,6,Queensland,Papilionidae,Papilio,-10.5744,142.3008
Phaedyma shepherdi,2,2023,7,Queensland,Nymphalidae,Phaedyma,-15.49557,144.81257
Eurema smilax,1,2023,9,Queensland,Pieridae,Eurema,-20.67205,139.5087
Danaus petilia,2,2023,8,Queensland,Nymphalidae,Danaus,-17.44233,140.84395
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-21.69615,139.49328
Heteronympha merope,2,2023,3,New South Wales,Nymphalidae,Heteronympha,-33.92231,150.93665
Danaus affinis,3,2023,6,Queensland,Nymphalidae,Danaus,-10.5744,142.3008
Hypolimnas bolina,1,2023,5,Queensland,Nymphalidae,Hypolimnas,-17.31309,145.58701
Lampides boeticus,2,2023,8,Queensland,Lycaenidae,Lampides,-20.78174,140.1139
Doleschallia bisaltide,1,2023,5,Queensland,Nymphalidae,Doleschallia,-17.31309,145.58701
Papilio (Princeps) aegeus,1,2023,3,Australian Capital Territory,Papilionidae,Papilio,-35.14361,150.67236
Delias nigrina,10,2023,5,New South Wales,Pieridae,Delias,-30.79282,152.99683
Papilio (Princeps) aegeus,5,2023,2,Queensland,Papilionidae,Papilio,-17.31247,145.58736
Delias nigrina,1,2023,3,New South Wales,Pieridae,Delias,-33.625,151.14887
Danaus plexippus,1,2023,9,Queensland,Nymphalidae,Danaus,-27.53562,152.99295
Ocybadistes ardea,2,2023,2,Queensland,Hesperiidae,Ocybadistes,-26.87938,152.73083
Catopyrops florinda,2,2023,7,Queensland,Lycaenidae,Catopyrops,-15.49557,144.81257
Belenois java,1,2023,1,Queensland,Pieridae,Belenois,-27.39785,152.97149
Zizina otis,8,2023,1,New South Wales,Lycaenidae,Zizina,-29.08455,151.96778
Psychonotis caelius,8,2023,6,Queensland,Lycaenidae,Psychonotis,-17.31237,145.58278
Zizina otis,2,2023,7,Queensland,Lycaenidae,Zizina,-15.49557,144.81257
Taractrocera papyria,1,2023,1,New South Wales,Hesperiidae,Taractrocera,-29.08455,151.96778
Anthene seltuttus,1,2023,5,Queensland,Lycaenidae,Anthene,-16.77891,145.69319
Delias nigrina,3,2023,6,Queensland,Pieridae,Delias,-17.31237,145.58278
Pieris rapae,8,2023,3,Victoria,Pieridae,Pieris,-37.37813,144.57807
Junonia hedonia,1,2023,7,Queensland,Nymphalidae,Junonia,-12.17748,141.89608
Papilio (Princeps) ulysses,1,2023,2,Queensland,Papilionidae,Papilio,-17.31234,145.5873
Graphium agamemnon,2,2023,2,Queensland,Papilionidae,Graphium,-17.33887,145.62429
Graphium choredon,1,2023,3,Queensland,Papilionidae,Graphium,-27.61398,152.03708
Euploea corinna,1,2023,3,New South Wales,Nymphalidae,Euploea,-33.92208,150.93658
Hypocysta metirius,6,2023,4,New South Wales,Nymphalidae,Hypocysta,-33.61743,151.14044
Euploea alcathoe,1,2023,7,Queensland,Nymphalidae,Euploea,-12.17748,141.89608
Erysichton lineatus,1,2023,6,Queensland,Lycaenidae,Erysichton,-17.31241,145.5874
Cupha prosope,5,2023,4,Queensland,Nymphalidae,Cupha,-24.84332,152.4259
Oreixenica kershawi,6,2023,3,Victoria,Nymphalidae,Oreixenica,-37.71042,145.7105
Nacaduba berenice,1,2023,6,Queensland,Lycaenidae,Nacaduba,-17.31241,145.5874
Graphium agamemnon,6,2023,2,Queensland,Papilionidae,Graphium,-17.31247,145.58736
Pieris rapae,1,2023,2,Victoria,Pieridae,Pieris,-36.97402,147.12462
Hypocysta adiante,4,2023,1,Queensland,Nymphalidae,Hypocysta,-27.7181,152.8789
Delias aganippe,1,2023,4,Western Australia,Pieridae,Delias,-30.64149,118.59033
Cupha prosope,10,2023,2,Queensland,Nymphalidae,Cupha,-17.31239,145.58733
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-17.42801,145.48662
Jalmenus pseudictinus,3,2023,5,Queensland,Lycaenidae,Jalmenus,-17.3721,145.3159
Euploea sylvester,1,2023,2,Queensland,Nymphalidae,Euploea,-17.31247,145.58736
Graphium agamemnon,3,2023,3,Queensland,Papilionidae,Graphium,-17.31247,145.58736
Acraea andromacha,1,2023,4,Queensland,Nymphalidae,Acraea,-17.3118,145.58736
Catopsilia pomona,6,2023,6,Queensland,Pieridae,Catopsilia,-10.5814,142.21349
Heteronympha merope,5,2023,4,New South Wales,Nymphalidae,Heteronympha,-33.61735,151.1403
Hypocysta metirius,2,2023,1,New South Wales,Nymphalidae,Hypocysta,-33.64209,151.1254
Heteronympha merope,9,2023,1,Victoria,Nymphalidae,Heteronympha,-37.82405,145.20798
Zizina otis,1,2023,2,Victoria,Lycaenidae,Zizina,-37.74218,149.1368
Psychonotis caelius,5,2023,8,Queensland,Lycaenidae,Psychonotis,-17.31241,145.58751
Arhopala micale,1,2023,5,Queensland,Lycaenidae,Arhopala,-17.5969,146.1172
Belenois java,1,2023,9,Queensland,Pieridae,Belenois,-20.58703,139.48666
Acrodipsas cuprea,2,2023,1,Queensland,Lycaenidae,Acrodipsas,-28.28323,152.72626
Junonia villida,1,2023,9,Queensland,Nymphalidae,Junonia,-27.53562,152.99295
Nacaduba biocellata,1,2023,3,Queensland,Lycaenidae,Nacaduba,-27.22731,152.702
Pachliopta polydorus,1,2023,2,Queensland,Papilionidae,Pachliopta,-17.31244,145.5873
Ornithoptera euphorion,1,2023,8,Queensland,Papilionidae,Ornithoptera,-17.31254,145.58724
Trapezites symmomus,1,2023,2,Victoria,Hesperiidae,Trapezites,-38.56548,146.68036
Tisiphone abeona,1,2023,3,New South Wales,Nymphalidae,Tisiphone,-31.4956,152.9038
Eurema smilax,4,2023,8,Queensland,Pieridae,Eurema,-21.3942,139.80413
Eurema laeta,1,2023,6,Queensland,Pieridae,Eurema,-10.602,142.2551
Pieris rapae,1,2023,2,Victoria,Pieridae,Pieris,-38.4751,146.6492
Vagrans egista,1,2023,5,Queensland,Nymphalidae,Vagrans,-17.31238,145.58734
Vindula arsinoe,2,2023,5,Queensland,Nymphalidae,Vindula,-17.31238,145.58734
Eurema smilax,1,2023,4,Queensland,Pieridae,Eurema,-17.3809,145.3755
Telicota paceka mesoptis,1,2023,4,Queensland,Hesperiidae,Telicota,-17.3118,145.58736
Theclinesthes serpentatus,4,2023,2,Victoria,Lycaenidae,Theclinesthes,-38.6581,146.7285
Eurema laeta,1,2023,6,Queensland,Pieridae,Eurema,-10.5792,142.21488
Geitoneura acantha,15,2023,2,Victoria,Nymphalidae,Geitoneura,-37.7722,145.6504
Vanessa itea,1,2023,1,Victoria,Nymphalidae,Vanessa,-38.63513,143.89062
Pieris rapae,10,2023,2,Victoria,Pieridae,Pieris,-37.7722,145.6504
Acraea andromacha,1,2023,8,Queensland,Nymphalidae,Acraea,-20.84672,140.0567
Papilio (Princeps) ulysses,2,2023,4,Queensland,Papilionidae,Papilio,-17.25417,145.60209
Catopsilia pomona,1,2023,2,Queensland,Pieridae,Catopsilia,-27.4847,152.95529
Vanessa itea,1,2023,3,Victoria,Nymphalidae,Vanessa,-37.372,144.594
Ocybadistes walkeri,3,2023,2,Victoria,Hesperiidae,Ocybadistes,-37.8843,147.9876
Eurema hecabe,2,2023,4,Queensland,Pieridae,Eurema,-17.25705,145.57421
Graphium choredon,3,2023,3,Queensland,Papilionidae,Graphium,-28.1109,153.1922
Hypochrysops delicia,6,2023,4,Queensland,Lycaenidae,Hypochrysops,-27.71801,152.87895
Catopsilia pomona,3,2023,2,Queensland,Pieridae,Catopsilia,-17.31239,145.58733
Papilio (Princeps) fuscus,1,2023,3,Queensland,Papilionidae,Papilio,-17.31245,145.58736
Heteronympha merope,1,2023,3,New South Wales,Nymphalidae,Heteronympha,-33.59357,151.17067
Geitoneura klugii,10,2023,3,Victoria,Nymphalidae,Geitoneura,-36.71962,147.08269
Euploea tulliolus,1,2023,8,Queensland,Nymphalidae,Euploea,-17.31241,145.58751
Papilio (Princeps) ulysses,4,2023,6,Queensland,Papilionidae,Papilio,-17.31237,145.58278
Hypocysta metirius,9,2023,2,Queensland,Nymphalidae,Hypocysta,-26.87938,152.73083
Hypocysta metirius,4,2023,1,New South Wales,Nymphalidae,Hypocysta,-33.59409,151.17009
Vanessa kershawi,1,2023,3,Victoria,Nymphalidae,Vanessa,-37.0202,147.2221
Delias argenthona,3,2023,7,Queensland,Pieridae,Delias,-18.2015,144.576
Acraea andromacha,5,2023,4,Queensland,Nymphalidae,Acraea,-27.71801,152.87895
Anthene lycaenoides,1,2023,5,Queensland,Lycaenidae,Anthene,-17.5969,146.1172
Pelopidas lyelli,2,2023,4,Queensland,Hesperiidae,Pelopidas,-17.31246,145.58723
Catopyrops florinda,1,2023,5,Queensland,Lycaenidae,Catopyrops,-24.85474,152.33736
Everes lacturnus,2,2023,1,New South Wales,Lycaenidae,Everes,-29.8196,151.1313
Ornithoptera euphorion,2,2023,4,Queensland,Papilionidae,Ornithoptera,-17.3118,145.58736
Eurema hecabe,2,2023,5,Queensland,Pieridae,Eurema,-17.5586,146.08626
Eurema hecabe,1,2023,1,Queensland,Pieridae,Eurema,-27.33289,152.76309
Danaus affinis,1,2023,4,Queensland,Nymphalidae,Danaus,-16.82848,145.73351
Eurema hecabe,1,2023,1,Queensland,Pieridae,Eurema,-27.57183,152.93166
Catopsilia pyranthe,1,2023,8,Queensland,Pieridae,Catopsilia,-20.70766,140.51888
Suniana sunias,1,2023,1,Queensland,Hesperiidae,Suniana,-27.53866,153.06599
Delias mysis,1,2023,3,Queensland,Pieridae,Delias,-17.31247,145.58736
Trapezites maheta,1,2023,2,Queensland,Hesperiidae,Trapezites,-27.6425,153.0717
Papilio (Princeps) demoleus,2,2023,4,Queensland,Papilionidae,Papilio,-17.3809,145.3755
Telicota anisodesma,2,2023,2,Queensland,Hesperiidae,Telicota,-28.09592,153.45708
Toxidia,1,2023,4,Queensland,Hesperiidae,Toxidia,-17.3809,145.3755
Cephrenes augiades,1,2023,1,Queensland,Hesperiidae,Cephrenes,-27.53864,153.06586
Dispar compacta,1,2023,4,New South Wales,Hesperiidae,Dispar,-33.59526,151.17005
Elodina queenslandica,2,2023,4,Queensland,Pieridae,Elodina,-17.25705,145.57421
Psychonotis caelius,10,2023,7,Queensland,Lycaenidae,Psychonotis,-17.31236,145.58744
Danaus plexippus,1,2023,2,Queensland,Nymphalidae,Danaus,-17.31247,145.58736
Suniana sunias,2,2023,5,Queensland,Hesperiidae,Suniana,-17.5805,146.0035
Papilio (Princeps) aegeus,1,2023,1,New South Wales,Papilionidae,Papilio,-33.64219,151.1261
Hypocysta metirius,1,2023,5,New South Wales,Nymphalidae,Hypocysta,-30.74412,152.99812
Heteronympha penelope,4,2023,2,Victoria,Nymphalidae,Heteronympha,-37.6922,147.8355
Heteronympha solandri,2,2023,3,Victoria,Nymphalidae,Heteronympha,-37.1383,146.4608
Papilio (Princeps) aegeus,2,2023,1,Queensland,Papilionidae,Papilio,-27.53864,153.06586
Eurema hecabe,1,2023,6,Queensland,Pieridae,Eurema,-10.5963,142.3183
Suniana sunias,2,2023,1,Queensland,Hesperiidae,Suniana,-27.53864,153.06586
Hypolimnas alimena,3,2023,2,Queensland,Nymphalidae,Hypolimnas,-17.31234,145.5873
Junonia villida,12,2023,3,Queensland,Nymphalidae,Junonia,-27.5737,152.9254
Papilio (Princeps) demoleus,1,2023,9,Queensland,Papilionidae,Papilio,-27.53562,152.99295
Papilio (Princeps) aegeus,1,2023,2,Victoria,Papilionidae,Papilio,-37.7722,145.6504
Geitoneura acantha,2,2023,2,Victoria,Nymphalidae,Geitoneura,-37.7219,147.8632
Jalmenus evagoras,4,2023,2,Victoria,Lycaenidae,Jalmenus,-37.724,145.05096
Nacaduba berenice,10,2023,4,Queensland,Lycaenidae,Nacaduba,-17.3128,145.587158
Mydosama terminus,2,2023,8,Queensland,Nymphalidae,Mydosama,-17.3944,145.6057
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-20.94336,140.33072
Trapezites symmomus,3,2023,1,New South Wales,Hesperiidae,Trapezites,-29.08455,151.96778
Graphium macleayanum,4,2023,2,Queensland,Papilionidae,Graphium,-24.41325,151.03864
Papilio (Princeps) aegeus,1,2023,2,Queensland,Papilionidae,Papilio,-27.5441,153.06111
Charaxes sempronius,1,2023,3,Victoria,Nymphalidae,Charaxes,-36.72997,144.26714
Euploea sylvester,3,2023,7,Queensland,Nymphalidae,Euploea,-15.49557,144.81257
Junonia hedonia,1,2023,2,Queensland,Nymphalidae,Junonia,-17.31234,145.5873
Delias mysis,4,2023,2,Queensland,Pieridae,Delias,-17.31247,145.58736
Papilio (Princeps) aegeus,1,2023,1,New South Wales,Papilionidae,Papilio,-34.02132,150.85857
Delias mysis,1,2023,2,Queensland,Pieridae,Delias,-17.31234,145.5873
Pelopidas agna,4,2023,2,Queensland,Hesperiidae,Pelopidas,-17.31234,145.5873
Geitoneura klugii,30,2023,2,Victoria,Nymphalidae,Geitoneura,-37.6943,148.043
Charaxes sempronius,1,2023,4,Queensland,Nymphalidae,Charaxes,-17.3809,145.3755
Papilio (Princeps) aegeus,1,2023,1,Queensland,Papilionidae,Papilio,-27.49775,153.04327
Pieris rapae,1,2023,1,Queensland,Pieridae,Pieris,-27.3646,152.78988
Junonia hedonia,2,2023,6,Queensland,Nymphalidae,Junonia,-17.31241,145.5874
Eurema herla,5,2023,7,Queensland,Pieridae,Eurema,-18.2015,144.576
Catochrysops panormus,5,2023,4,Queensland,Lycaenidae,Catochrysops,-17.3788,145.38465
Tisiphone abeona,2,2023,1,New South Wales,Nymphalidae,Tisiphone,-33.64209,151.1254
Papilio (Princeps) ambrax,1,2023,4,Queensland,Papilionidae,Papilio,-17.31243,145.58732
Eurema hecabe,3,2023,3,Queensland,Pieridae,Eurema,-17.31245,145.58736
Belenois java,2,2023,8,Queensland,Pieridae,Belenois,-20.70766,140.51888
Nacaduba biocellata,3,2023,9,Queensland,Lycaenidae,Nacaduba,-21.10406,139.31125
Acraea terpsicore,1,2023,6,Queensland,Nymphalidae,Acraea,-17.91649,145.35196
Netrocoryne repanda,1,2023,2,New South Wales,Hesperiidae,Netrocoryne,-33.64204,151.12532
Telicota eurotas,2,2023,5,Queensland,Hesperiidae,Telicota,-17.5592,146.089
Euploea tulliolus,1,2023,5,Queensland,Nymphalidae,Euploea,-17.5805,146.0035
Melanitis leda,1,2023,3,Queensland,Nymphalidae,Melanitis,-24.86492,152.36608
Eirmocides helenita,4,2023,6,Queensland,Lycaenidae,Eirmocides,-17.31241,145.5874
Heteronympha merope,2,2023,3,Victoria,Nymphalidae,Heteronympha,-37.10364,146.35037
Eurema smilax,2,2023,5,Queensland,Pieridae,Eurema,-17.5592,146.089
Mydosama terminus,1,2023,1,Queensland,Nymphalidae,Mydosama,-17.31256,145.58716
Mycalesis perseus,3,2023,6,Queensland,Nymphalidae,Mycalesis,-10.5783,142.2264
Junonia villida,5,2023,4,Queensland,Nymphalidae,Junonia,-17.3118,145.58736
Eurema hecabe,16,2023,4,Queensland,Pieridae,Eurema,-17.3118,145.58736
Vagrans egista,1,2023,2,Queensland,Nymphalidae,Vagrans,-17.31275,145.587
Pieris rapae,1,2023,2,Victoria,Pieridae,Pieris,-37.74256,149.13736
Euploea corinna,2,2023,2,Queensland,Nymphalidae,Euploea,-17.30033,145.58181
Pieris rapae,2,2023,3,Victoria,Pieridae,Pieris,-37.2083,144.2943
Arhopala madytus,1,2023,7,Queensland,Lycaenidae,Arhopala,-15.49557,144.81257
Zizina otis,1,2023,9,Queensland,Lycaenidae,Zizina,-27.53562,152.99295
Cressida cressida,1,2023,1,Queensland,Papilionidae,Cressida,-27.57183,152.93166
Theclinesthes onycha,8,2023,1,Queensland,Lycaenidae,Theclinesthes,-27.7181,152.8789
Ornithoptera euphorion,1,2023,1,Queensland,Papilionidae,Ornithoptera,-17.3788,145.38465
Papilio (Princeps) aegeus,4,2023,4,Queensland,Papilionidae,Papilio,-17.3788,145.38465
Hypocysta adiante,2,2023,6,Queensland,Nymphalidae,Hypocysta,-17.85683,145.44638
Jameela palmyra,1,2023,7,Queensland,Lycaenidae,Jameela,-17.31313,145.587
Delias mysis,1,2023,5,Queensland,Pieridae,Delias,-17.5586,146.08626
Eirmocides helenita,2,2023,1,Queensland,Lycaenidae,Eirmocides,-17.3788,145.38465
Junonia hedonia,10,2023,3,Queensland,Nymphalidae,Junonia,-25.9911,152.5564
Catopsilia pomona,25,2023,6,Queensland,Pieridae,Catopsilia,-10.5792,142.21488
Hypocysta adiante,1,2023,2,Queensland,Nymphalidae,Hypocysta,-26.38818,152.97341
Jalmenus evagoras,3,2023,1,Queensland,Lycaenidae,Jalmenus,-27.53935,153.06619
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-22.08885,140.11429
Euploea darchia,1,2023,3,Queensland,Nymphalidae,Euploea,-17.31245,145.58736
Ocybadistes walkeri,2,2023,1,Queensland,Hesperiidae,Ocybadistes,-27.39785,152.97149
Mydosama terminus,2,2023,5,Queensland,Nymphalidae,Mydosama,-17.5118,146.0629
Hypolimnas bolina,1,2023,5,Queensland,Nymphalidae,Hypolimnas,-17.558,146.0898
Notocrypta waigensis,1,2023,2,Queensland,Hesperiidae,Notocrypta,-17.30033,145.58181
Heteronympha merope,1,2023,1,Victoria,Nymphalidae,Heteronympha,-38.64006,143.88902
Toxidia,4,2023,4,Queensland,Hesperiidae,Toxidia,-27.71801,152.87895
Charaxes sempronius,1,2023,5,New South Wales,Nymphalidae,Charaxes,-33.92233,150.93674
Papilio (Princeps) aegeus,1,2023,4,Queensland,Papilionidae,Papilio,-27.71801,152.87895
Eurema herla,2,2023,7,Queensland,Pieridae,Eurema,-17.1652,144.5172
Melanitis leda,2,2023,1,Queensland,Nymphalidae,Melanitis,-27.53866,153.06599
Pelopidas agna,2,2023,2,Queensland,Hesperiidae,Pelopidas,-17.31244,145.5873
Sabera fuliginosa,1,2023,1,Queensland,Hesperiidae,Sabera,-17.31256,145.58716
Junonia hedonia,1,2023,4,Queensland,Nymphalidae,Junonia,-17.31246,145.58723
Papilio (Eleppone) anactus,1,2023,1,Queensland,Papilionidae,Papilio,-27.53866,153.06599
Cepora perimale,1,2023,5,Queensland,Pieridae,Cepora,-17.31238,145.58734
Pelopidas agna,6,2023,5,Queensland,Hesperiidae,Pelopidas,-17.5118,146.0629
Cressida cressida,1,2023,5,Queensland,Papilionidae,Cressida,-17.5118,146.0629
Ogyris olane,4,2023,3,Victoria,Lycaenidae,Ogyris,-36.6095,143.6959
Eirmocides absimilis,1,2023,1,Queensland,Lycaenidae,Eirmocides,-17.3788,145.38465
Papilio (Princeps) aegeus,2,2023,1,Queensland,Papilionidae,Papilio,-27.40504,153.02836
Eurema hecabe,1,2023,1,Queensland,Pieridae,Eurema,-27.3646,152.78988
Heteronympha merope,1,2023,1,Tasmania,Nymphalidae,Heteronympha,-42.58453,148.06254
Belenois java,2,2023,8,Queensland,Pieridae,Belenois,-21.3942,139.80413
Papilio (Princeps) aegeus,1,2023,2,Queensland,Papilionidae,Papilio,-17.33887,145.62429
Geitoneura klugii,4,2023,3,Victoria,Nymphalidae,Geitoneura,-37.10643,146.11102
Junonia hedonia,1,2023,6,Queensland,Nymphalidae,Junonia,-10.59758,142.25298
Zizina otis,2,2023,2,Victoria,Lycaenidae,Zizina,-38.4268,146.5659
Ocybadistes walkeri,2,2023,4,New South Wales,Hesperiidae,Ocybadistes,-33.61743,151.14044
Psychonotis caelius,6,2023,7,Queensland,Lycaenidae,Psychonotis,-17.31313,145.587
Toxidia,3,2023,1,Queensland,Hesperiidae,Toxidia,-27.7181,152.8789
Euploea corinna,2,2023,5,Queensland,Nymphalidae,Euploea,-24.86669,152.339865
Tisiphone abeona,3,2023,3,Victoria,Nymphalidae,Tisiphone,-37.3702,144.5976
Pieris rapae,3,2023,3,Victoria,Pieridae,Pieris,-36.32626,146.92152
Geitoneura acantha,5,2023,1,New South Wales,Nymphalidae,Geitoneura,-34.9479,150.60959
Melanitis leda,1,2023,3,Queensland,Nymphalidae,Melanitis,-27.55197,152.97455
Psychonotis caelius,3,2023,8,Queensland,Lycaenidae,Psychonotis,-17.31254,145.58724
Cupha prosope,8,2023,5,Queensland,Nymphalidae,Cupha,-17.31238,145.58734
Zizina otis,2,2023,3,Victoria,Lycaenidae,Zizina,-37.83071,144.98265
Danaus plexippus,8,2023,2,Victoria,Nymphalidae,Danaus,-36.32683,146.92104
Heteronympha merope,50,2023,3,Victoria,Nymphalidae,Heteronympha,-37.194,144.2362
Delias aganippe,1,2023,8,Queensland,Pieridae,Delias,-27.96686,150.85663
Zizina otis,3,2023,2,Victoria,Lycaenidae,Zizina,-38.56556,146.6796
Toxidia,2,2023,2,Queensland,Hesperiidae,Toxidia,-27.4847,152.95529
Graphium agamemnon,2,2023,5,Queensland,Papilionidae,Graphium,-17.5586,146.08626
Delias nysa,1,2023,1,Queensland,Pieridae,Delias,-27.65703,151.52721
Catochrysops panormus,2,2023,1,Queensland,Lycaenidae,Catochrysops,-17.3788,145.38465
Acraea andromacha,20,2023,3,Queensland,Nymphalidae,Acraea,-27.61398,152.03708
Hypocysta metirius,2,2023,2,New South Wales,Nymphalidae,Hypocysta,-33.64213,151.12544
Mydosama terminus,20,2023,2,Queensland,Nymphalidae,Mydosama,-17.31239,145.58733
Junonia villida,1,2023,1,Queensland,Nymphalidae,Junonia,-27.65703,151.52721
Cupha prosope,1,2023,4,Queensland,Nymphalidae,Cupha,-17.25705,145.57421
Pieris rapae,2,2023,5,Queensland,Pieridae,Pieris,-17.3781,145.38465
Mycalesis perseus,12,2023,6,Queensland,Nymphalidae,Mycalesis,-10.5834,142.296
Lampides boeticus,4,2023,8,Queensland,Lycaenidae,Lampides,-22.41041,139.96261
Jalmenus evagoras,1,2023,1,New South Wales,Lycaenidae,Jalmenus,-33.59357,151.1713
Heteronympha merope,5,2023,1,Australian Capital Territory,Nymphalidae,Heteronympha,-35.36832,148.83336
Hesperilla donnysa,1,2023,1,Tasmania,Hesperiidae,Hesperilla,-42.61747,148.09989
Heteronympha penelope,5,2023,3,Victoria,Nymphalidae,Heteronympha,-37.37813,144.57807
Heteronympha merope,1,2023,3,Victoria,Nymphalidae,Heteronympha,-37.37813,144.57807
Eurema hecabe,2,2023,5,New South Wales,Pieridae,Eurema,-32.33154,152.53887
Papilio (Princeps) aegeus,1,2023,1,Queensland,Papilionidae,Papilio,-27.53807,153.06546
Rapala varuna,2,2023,4,Queensland,Lycaenidae,Rapala,-17.31246,145.58723
Pieris rapae,1,2023,9,Queensland,Pieridae,Pieris,-27.53562,152.99295
Nacaduba cyanea,1,2023,5,Queensland,Lycaenidae,Nacaduba,-17.56764,146.08735
Papilio (Princeps) aegeus,1,2023,1,Queensland,Papilionidae,Papilio,-27.39785,152.97149
